EdLevel,YearsCodePro,LanguageWorkedWith,DevType,ConvertedComp,Employment
Some college/university study without earning a degree,7,Bash/Shell/PowerShell;C;C++;C#;Clojure;HTML/CSS;Java;JavaScript;Python;Scala;SQL;VBA,"Developer, back-end",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript,"Developer, front-end",70995,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",11,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Other(s):,"Developer, full-stack",129775,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;Go;Java;JavaScript;TypeScript,"Developer, back-end",69468,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Assembly;Bash/Shell/PowerShell;C++;C#,"Engineer, site reliability",122142,Employed full-time
Some college/university study without earning a degree,30,Bash/Shell/PowerShell;C;C++;Erlang;HTML/CSS;JavaScript;PHP;Ruby;Rust;SQL;Swift,System administrator,45803,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"Developer, full-stack",80155,Employed full-time
NA,5,HTML/CSS;JavaScript;PHP;TypeScript,"Developer, front-end",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Go;HTML/CSS;Python;TypeScript,"Developer, full-stack",51147,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack",45803,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,Bash/Shell/PowerShell;JavaScript;PHP;SQL;TypeScript,"Developer, front-end",122142,Employed full-time
Associate degree,21,C#;HTML/CSS;JavaScript;SQL,"Developer, desktop or enterprise applications",82064,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;SQL,Product manager,103057,Employed full-time
Some college/university study without earning a degree,7,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,DevOps specialist,57254,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",23,C;C++;HTML/CSS;Swift,"Developer, full-stack",76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Go;HTML/CSS;Python;TypeScript,"Developer, QA or test",51147,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Objective-C;Ruby;TypeScript;WebAssembly,"Developer, game or graphics",83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",36,Bash/Shell/PowerShell;C++;C#;Java;Python;R;SQL,"Developer, back-end",93896,Employed full-time
Associate degree,13,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,"Developer, back-end",46566,Employed full-time
Associate degree,6,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,"Developer, full-stack",70231,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;PHP;Swift,"Developer, mobile",91606,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,HTML/CSS;JavaScript;TypeScript,Designer,45803,Employed full-time
Some college/university study without earning a degree,5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Database administrator,27500,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,HTML/CSS;JavaScript;PHP,"Developer, front-end",58017,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,"Developer, back-end",37406,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2,HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, back-end",47712,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",32,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;Other(s):,"Developer, mobile",114508,Employed full-time
Some college/university study without earning a degree,7,Go;HTML/CSS;JavaScript;PHP;TypeScript,"Developer, full-stack",80919,Employed full-time
Some college/university study without earning a degree,1,HTML/CSS;JavaScript;PHP,"Developer, front-end",40078,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,C++;C#;F#,"Developer, desktop or enterprise applications",71758,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,Bash/Shell/PowerShell;Go;Python;Ruby;SQL,"Developer, full-stack",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Bash/Shell/PowerShell;C;C++;Other(s):,"Developer, back-end",99240,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,Educator,57254,Employed full-time
I never completed any formal education,7,Bash/Shell/PowerShell;HTML/CSS;Python;SQL,System administrator,83972,Employed full-time
Associate degree,7,Bash/Shell/PowerShell;HTML/CSS;Java;Python;SQL,"Developer, full-stack",43269,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C;HTML/CSS;Ruby;TypeScript,"Developer, front-end",76339,Employed full-time
Associate degree,2,JavaScript;Python;Scala,"Developer, back-end",57254,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,Python;SQL,"Developer, full-stack",64888,Employed full-time
"Other doctoral degree (Ph.D, Ed.D., etc.)",10,Bash/Shell/PowerShell;Java;R;SQL,"Developer, back-end",53437,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;R;Ruby;SQL;TypeScript,Data scientist or machine learning specialist,68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",15,C#;SQL,"Developer, back-end",152677,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",35,Python;SQL,Database administrator,128249,Employed full-time
"Other doctoral degree (Ph.D, Ed.D., etc.)",5,Python,Data scientist or machine learning specialist,61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,JavaScript;PHP;SQL,"Developer, full-stack",67178,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C#;HTML/CSS;JavaScript;Ruby;Scala;SQL;WebAssembly,"Developer, back-end",88553,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;Python;R;SQL;VBA,NA,35879,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",21,Assembly;C#;HTML/CSS;Python;SQL;Other(s):,DevOps specialist,35879,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript,Designer,44276,Employed full-time
Associate degree,2,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;SQL,"Developer, back-end",41986,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",19,C#;HTML/CSS;Java;SQL;VBA,"Developer, mobile",76339,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,C++;HTML/CSS;JavaScript;Ruby;TypeScript,"Developer, back-end",67178,Employed full-time
Some college/university study without earning a degree,11,Bash/Shell/PowerShell;C#;Java;Python;SQL;Other(s):,"Engineer, data",43513,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",21,HTML/CSS;JavaScript;Objective-C;PHP;SQL;Swift;TypeScript,"Developer, mobile",68705,Employed full-time
Associate degree,14,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL,"Developer, full-stack",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript,"Developer, mobile",68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C#;HTML/CSS;JavaScript;Ruby;Scala;SQL;WebAssembly,Database administrator,88553,Employed full-time
Some college/university study without earning a degree,10,Bash/Shell/PowerShell;C;C#;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Database administrator,49620,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, front-end",78629,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Python;SQL,"Developer, desktop or enterprise applications",64888,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13,Bash/Shell/PowerShell;Java;Python;SQL,Engineering manager,91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,HTML/CSS;JavaScript;PHP,Designer,42750,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;Dart;JavaScript;Objective-C;Python;Swift,"Developer, mobile",83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",23,HTML/CSS;JavaScript;Ruby,"Developer, front-end",151914,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python,DevOps specialist,35116,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,Bash/Shell/PowerShell;C;C++;JavaScript;Python,"Developer, full-stack",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;VBA,"Developer, full-stack",68705,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20,Go;HTML/CSS;Java;JavaScript;PHP,Educator,137409,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, front-end",59544,Employed full-time
Some college/university study without earning a degree,4,HTML/CSS;Java;JavaScript;Other(s):,"Developer, full-stack",83209,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;Elixir;HTML/CSS;JavaScript,"Developer, front-end",86263,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;HTML/CSS;Java;JavaScript;SQL,"Developer, desktop or enterprise applications",72522,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C;C++;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,"Developer, QA or test",32062,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",25,HTML/CSS;JavaScript;PHP;Python;SQL,"Developer, back-end",68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,"Developer, desktop or enterprise applications",38933,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;JavaScript;Python;SQL,Data or business analyst,27480,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",16,Bash/Shell/PowerShell;C++;C#;Python,"Developer, QA or test",91606,Employed full-time
Associate degree,7,C#;Other(s):,"Developer, desktop or enterprise applications",48857,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,C++;C#;TypeScript,"Developer, back-end",34352,Employed full-time
"Other doctoral degree (Ph.D, Ed.D., etc.)",2,Go;Python,Data scientist or machine learning specialist,91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, mobile",45803,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Go;HTML/CSS;JavaScript;Python;SQL,"Developer, desktop or enterprise applications",64888,Employed full-time
Some college/university study without earning a degree,6,HTML/CSS;JavaScript;PHP;SQL,"Developer, front-end",54964,Employed full-time
Associate degree,15,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL;Other(s):,DevOps specialist,56490,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;SQL,"Developer, back-end",50002,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA,"Developer, back-end",76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;JavaScript;Ruby;Rust;SQL,"Developer, full-stack",103057,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby;SQL,"Developer, full-stack",62598,Employed full-time
Some college/university study without earning a degree,20,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;Python;SQL;TypeScript,"Developer, QA or test",72522,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Clojure;HTML/CSS;Java;JavaScript;Scala;SQL,"Developer, full-stack",103057,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",15,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,"Developer, back-end",76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,"Developer, full-stack",55727,Employed full-time
"Other doctoral degree (Ph.D, Ed.D., etc.)",8,Bash/Shell/PowerShell;C#;F#;Java;JavaScript;Python;TypeScript;Other(s):,Educator,91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",15,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,Data or business analyst,106874,Employed full-time
Associate degree,21,C#;HTML/CSS;JavaScript;SQL,Designer,82064,Employed full-time
Some college/university study without earning a degree,16,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Developer, front-end",203824,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",22,Bash/Shell/PowerShell;Java;JavaScript;Objective-C;SQL;Swift;TypeScript,Senior executive/VP,160000,Employed full-time
I never completed any formal education,1,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL,"Developer, QA or test",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Python,"Developer, back-end",72522,Employed full-time
Associate degree,15,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL;Other(s):,System administrator,56490,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;Python;SQL,"Engineer, site reliability",87789,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C++;C#;Java;JavaScript;Python;VBA,"Developer, front-end",78629,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,"Developer, back-end",63361,Employed full-time
Some college/university study without earning a degree,27,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,"Developer, front-end",87789,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,HTML/CSS;JavaScript;PHP;Ruby;Rust;SQL,"Developer, full-stack",91606,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27,C++;Go;Python,"Developer, full-stack",91606,Employed full-time
"Other doctoral degree (Ph.D, Ed.D., etc.)",23,C++;C#;Python,"Engineer, data",229016,Employed full-time
Some college/university study without earning a degree,11,Bash/Shell/PowerShell;C#;F#;HTML/CSS;JavaScript;SQL;VBA,Database administrator,76339,Employed full-time
Some college/university study without earning a degree,39,Bash/Shell/PowerShell;C;HTML/CSS;Python,System administrator,64888,Employed full-time
Associate degree,2,C++;C#;Java;Kotlin;Objective-C;PHP;SQL;Swift,"Developer, QA or test",41220,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,HTML/CSS;JavaScript;Python;SQL,"Developer, front-end",53437,Employed full-time
Some college/university study without earning a degree,18,C#;PHP;Swift,System administrator,71758,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",14,Bash/Shell/PowerShell;HTML/CSS;Java;PHP;Python;SQL;Other(s):,System administrator,60307,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C#;Java;JavaScript;Kotlin;Python;SQL,"Developer, back-end",64888,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C#;HTML/CSS;JavaScript;SQL,"Developer, full-stack",118325,Employed full-time
"Other doctoral degree (Ph.D, Ed.D., etc.)",18,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Ruby,"Developer, desktop or enterprise applications",122142,Employed full-time
Associate degree,4,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,"Developer, full-stack",49620,Employed full-time
Associate degree,1,Bash/Shell/PowerShell;SQL,System administrator,68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"Developer, QA or test",72522,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,"Developer, QA or test",96187,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C#;HTML/CSS;JavaScript;SQL,Designer,118325,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;Swift;TypeScript,Database administrator,91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Assembly;Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;Other(s):,"Engineer, data",68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;SQL;TypeScript,DevOps specialist,67178,Employed full-time
Some college/university study without earning a degree,14,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,Designer,29316,Employed full-time
Some college/university study without earning a degree,14,C++;Python,"Developer, desktop or enterprise applications",70231,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C#;Clojure;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript;WebAssembly;Other(s):,System administrator,54964,Employed full-time
NA,16,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;VBA,"Developer, back-end",68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;C#;TypeScript,"Developer, back-end",95423,Employed full-time
Associate degree,2,C++;C#;Java;Kotlin;Objective-C;PHP;SQL;Swift,Designer,41220,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18,Bash/Shell/PowerShell;C;C++;JavaScript;Objective-C;Python;SQL,"Developer, desktop or enterprise applications",133440,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;JavaScript;Ruby;TypeScript,Data or business analyst,83972,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Academic researcher,68705,Employed full-time
Some college/university study without earning a degree,14,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Ruby;Rust;SQL;Other(s):,"Developer, QA or test",41986,Employed full-time
Associate degree,2,HTML/CSS;JavaScript;TypeScript,"Developer, front-end",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,"Developer, front-end",53819,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",11,Assembly;C;C++;C#;HTML/CSS;Java;JavaScript;SQL,"Developer, QA or test",73285,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",21,C#;Python,"Developer, full-stack",105347,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",35,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;Ruby;SQL;Swift,"Developer, back-end",122142,Employed full-time
